task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
181	92/47aaeb	3082939	ecg_file_finder	EV_002_xdf4_extr.parquet	ecg_file_finder (EV_002_xdf4_extr.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:34.915	2026-02-04 11:40:35.905	2026-02-04 11:40:47.075	12.2s	3.9s	-	10.5%	0.2%	62.6 MB	3.1 GB	62.6 MB	3.1 GB	17.2 MB	10.6 MB	910	32	0	10.6 MB	687	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/92/47aaeba206430b50af9ed5949ea39b	-
175	4c/a37630	3077460	eeg_file_finder	EV_008_xdf4_extr.parquet	eeg_file_finder (EV_008_xdf4_extr.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:15.792	2026-02-04 11:40:16.341	2026-02-04 11:40:52.686	36.9s	33.1s	-	8.8%	0.2%	62.8 MB	3 GB	62.8 MB	3.1 GB	1.1 GB	1.1 GB	910	39	0	1.1 GB	135390	41	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4c/a37630053002d1be3b918ac2e847eb	-
187	88/626212	3084170	ecg_filtering_processor	EV_004_xdf4_extr2.parquet	ecg_filtering_processor (EV_004_xdf4_extr2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:42.986	2026-02-04 11:40:43.991	2026-02-04 11:40:54.127	11.1s	5.8s	-	70.8%	1.3%	406.8 MB	4.9 GB	406.8 MB	4.9 GB	23 MB	36.5 MB	2483	232	0	36.5 MB	2804	27	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/88/6262121884d4be117cce734e5afc37	-
179	63/ef62bc	3079264	eeg_file_finder	EV_007_xdf4_extr.parquet	eeg_file_finder (EV_007_xdf4_extr.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:22.022	2026-02-04 11:40:23.028	2026-02-04 11:40:56.497	34.5s	29.5s	-	14.6%	0.2%	62.9 MB	3.1 GB	62.9 MB	3.1 GB	1 GB	1 GB	910	36	0	1 GB	162634	248	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/63/ef62bc9a5cbc7ca5a9e502a4d534b7	-
188	d5/a1e66a	3085617	eda_filtering_processor	EV_004_xdf4_extr1.parquet	eda_filtering_processor (EV_004_xdf4_extr1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:49.525	2026-02-04 11:40:50.183	2026-02-04 11:41:00.260	10.7s	3.5s	-	122.8%	1.1%	363.5 MB	4.9 GB	395.6 MB	4.9 GB	23 MB	36.1 MB	2484	231	0	36.1 MB	85	28	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d5/a1e66a101d9914304106de48b87e11	-
184	71/9702bd	3082654	eeg_file_finder	EV_002_xdf4_extr.parquet	eeg_file_finder (EV_002_xdf4_extr.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:33.504	2026-02-04 11:40:34.517	2026-02-04 11:41:00.926	27.4s	21.1s	-	11.0%	0.2%	62.6 MB	3.1 GB	62.6 MB	3.1 GB	1 GB	1 GB	911	32	0	1 GB	3652	65	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/71/9702bd699a4fb46f62e5ce97b8c42d	-
189	e6/eba128	3086590	ecg_filtering_processor	EV_008_xdf4_extr2.parquet	ecg_filtering_processor (EV_008_xdf4_extr2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:53.468	2026-02-04 11:40:54.228	2026-02-04 11:41:01.469	8s	4.5s	-	90.7%	1.2%	386.4 MB	4.9 GB	427.7 MB	5 GB	23 MB	40.1 MB	2483	245	0	40.1 MB	174	26	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e6/eba1288e0573d8d977190c5e4af562	-
191	54/091996	3087693	eda_filtering_processor	EV_008_xdf4_extr1.parquet	eda_filtering_processor (EV_008_xdf4_extr1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:00.308	2026-02-04 11:41:00.463	2026-02-04 11:41:05.754	5.4s	3.2s	-	111.1%	1.3%	428.2 MB	5 GB	428.2 MB	5 GB	23 MB	40 MB	2483	243	0	40 MB	6584	36	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/54/0919967a6c53ba1da81a8fbfdb76b8	-
167	c9/d4f8de	3071109	events_processor	[EV_003_xdf5_extr3.parquet, EV_003_txt_tree.parquet]	events_processor ([EV_003_xdf5_extr3.parquet, EV_003_txt_tree.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:39:46.381	2026-02-04 11:39:46.670	2026-02-04 11:41:07.300	1m 21s	1m 16s	-	107.4%	5.0%	1.5 GB	4.7 GB	1.5 GB	4.7 GB	6.5 MB	3.8 KB	973	61	348 KB	8 KB	100	538	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c9/d4f8de32714363cc82d2375f82c211	-
194	af/bc308c	3088133	ecg_filtering_processor	EV_007_xdf4_extr2.parquet	ecg_filtering_processor (EV_007_xdf4_extr2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:01.135	2026-02-04 11:41:01.332	2026-02-04 11:41:07.300	6.2s	4.9s	-	79.9%	1.3%	417 MB	5 GB	417 MB	5 GB	23 MB	38.3 MB	2483	231	0	38.3 MB	76	42	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/af/bc308c4ebd043bdba7fa09d00534e1	-
195	84/5d728e	3090292	eda_filtering_processor	EV_007_xdf4_extr1.parquet	eda_filtering_processor (EV_007_xdf4_extr1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:06.582	2026-02-04 11:41:06.956	2026-02-04 11:41:11.825	5.2s	2.7s	-	147.6%	1.3%	416.9 MB	5 GB	416.9 MB	5 GB	23 MB	37.8 MB	2483	233	0	37.8 MB	64	37	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/84/5d728e744b5bd44cf0308c7d4e0a0c	-
196	37/5d4c60	3090984	eda_filtering_processor	EV_002_xdf4_extr1.parquet	eda_filtering_processor (EV_002_xdf4_extr1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:08.179	2026-02-04 11:41:08.503	2026-02-04 11:41:12.127	3.9s	2.4s	-	156.3%	1.3%	416.2 MB	5 GB	416.2 MB	5 GB	22.9 MB	37.5 MB	2482	232	0	37.5 MB	78	59	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/37/5d4c6073cab245ccd69251039928df	-
198	cb/09fb32	3092642	ecg_filtering_processor	EV_002_xdf4_extr2.parquet	ecg_filtering_processor (EV_002_xdf4_extr2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:12.064	2026-02-04 11:41:12.228	2026-02-04 11:41:17.965	5.9s	3.8s	-	108.8%	1.2%	376.9 MB	4.9 GB	410.4 MB	4.9 GB	23 MB	38 MB	2483	232	0	38.1 MB	52	15	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/cb/09fb32775ae99ff822360bd26ca297	-
200	33/f706c3	3094087	peak_detection_processor	EV_004_xdf4_extr2_filt.parquet	peak_detection_processor (EV_004_xdf4_extr2_filt.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:18.108	2026-02-04 11:41:18.265	2026-02-04 11:41:27.586	9.5s	8.1s	-	99.2%	2.0%	626.1 MB	5.2 GB	649.9 MB	5.2 GB	45.7 MB	31.4 KB	4922	43	0	40 KB	102	22	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/33/f706c35cb62a3e2d113f4e237e9621	-
186	db/de2e0e	3083892	events_processor	[EV_004_xdf4_extr3.parquet, EV_004_txt_tree.parquet]	events_processor ([EV_004_xdf4_extr3.parquet, EV_004_txt_tree.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:41.592	2026-02-04 11:40:42.089	2026-02-04 11:42:05.219	1m 24s	1m 20s	-	113.3%	5.1%	1.6 GB	4.7 GB	1.6 GB	4.7 GB	6.5 MB	3.8 KB	971	60	0	8 KB	103	396	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/db/de2e0e991f606dee1e2adcc1cbec73	-
185	d2/204311	3083423	referencing_processor	EV_003_xdf5_extr4.fif	referencing_processor (EV_003_xdf5_extr4.fif)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:39.464	2026-02-04 11:40:40.115	2026-02-04 11:42:08.975	1m 30s	1m 8s	-	104.9%	12.3%	3.8 GB	5.3 GB	3.9 GB	5.3 GB	1.8 GB	962.2 MB	4411	1072	900 KB	962.2 MB	3574	213	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d2/204311c4423a248ffdd14544e423c5	-
203	e4/9a05f1	3101907	peak_detection_processor	EV_008_xdf4_extr2_filt.parquet	peak_detection_processor (EV_008_xdf4_extr2_filt.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:09.006	2026-02-04 11:42:09.075	2026-02-04 11:42:15.301	6.3s	4.2s	-	100.8%	2.1%	653.9 MB	5.2 GB	684.5 MB	5.3 GB	45.7 MB	33.7 KB	4922	44	0	44 KB	55	64	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e4/9a05f1c7f526ce2ad533e6f048a0db	-
192	71/31753c	3087851	events_processor	[EV_002_xdf4_extr3.parquet, EV_002_txt_tree.parquet]	events_processor ([EV_002_xdf4_extr3.parquet, EV_002_txt_tree.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:00.635	2026-02-04 11:41:00.868	2026-02-04 11:42:25.675	1m 25s	1m 25s	-	115.8%	5.2%	1.6 GB	4.8 GB	1.6 GB	4.8 GB	6.5 MB	3.8 KB	972	60	0	8 KB	95	379	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/71/31753c707e64511fce8058e73065ed	-
199	b3/a51f82	3092714	referencing_processor	EV_008_xdf4_extr4.fif	referencing_processor (EV_008_xdf4_extr4.fif)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:12.356	2026-02-04 11:41:12.529	2026-02-04 11:42:25.676	1m 13s	1m 3s	-	89.5%	12.2%	3.7 GB	5.7 GB	4.4 GB	5.7 GB	2 GB	1.1 GB	4638	1203	0	1.1 GB	31586	109	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/b3/a51f825cd6c5f0930bd497bbe97182	-
201	8f/471941	3096355	referencing_processor	EV_007_xdf4_extr4.fif	referencing_processor (EV_007_xdf4_extr4.fif)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:27.946	2026-02-04 11:41:28.188	2026-02-04 11:42:25.626	57.7s	52.4s	-	84.7%	13.8%	4.2 GB	5.6 GB	4.2 GB	5.6 GB	1.9 GB	1 GB	4547	1150	0	1 GB	40007	91	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/8f/47194146bd43f8659ff03ec857455f	-
197	38/75b5db	3091028	referencing_processor	EV_004_xdf4_extr4.fif	referencing_processor (EV_004_xdf4_extr4.fif)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:08.915	2026-02-04 11:41:09.108	2026-02-04 11:42:25.618	1m 17s	1m 14s	-	90.9%	11.7%	3.6 GB	5.6 GB	4.3 GB	5.6 GB	1.9 GB	1 GB	4526	1102	0	1 GB	45513	337	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/38/75b5dbb9119c5495b8a8712c0e1e68	-
206	f4/a6fcbf	3105115	ecg_epoching_processor	[EV_003_xdf5_extr2_filt_peaks.parquet, EV_003_xdf5_extr3_events.parquet]	ecg_epoching_processor ([EV_003_xdf5_extr2_filt_peaks.parquet, EV_003_xdf5_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:25.710	2026-02-04 11:42:25.776	2026-02-04 11:42:26.781	1.1s	770ms	-	143.6%	0.0%	3.1 MB	7.2 MB	3.1 MB	7.2 MB	8.6 MB	16.5 KB	1110	41	1.9 MB	20 KB	2	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f4/a6fcbf2a11f336e5457cd2af8c32aa	-
190	da/98801f	3086636	events_processor	[EV_008_xdf4_extr3.parquet, EV_008_txt_tree.parquet]	events_processor ([EV_008_xdf4_extr3.parquet, EV_008_txt_tree.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:40:54.583	2026-02-04 11:40:54.929	2026-02-04 11:42:26.894	1m 32s	1m 27s	-	116.6%	5.5%	1.7 GB	4.9 GB	1.7 GB	4.9 GB	6.5 MB	3.7 KB	972	58	0	8 KB	61	415	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/da/98801f4aaca01047f9a63ef834fb11	-
207	a0/c0959a	3103550	peak_detection_processor	EV_007_xdf4_extr2_filt.parquet	peak_detection_processor (EV_007_xdf4_extr2_filt.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:16.517	2026-02-04 11:42:17.204	2026-02-04 11:42:27.862	11.3s	7.1s	-	106.3%	1.4%	430 MB	5 GB	663.4 MB	5.2 GB	45.7 MB	28.4 KB	4923	43	0	36 KB	107	73	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a0/c0959a93bbef999c04271e6bd734e1	-
209	12/9097b4	3105691	ecg_epoching_processor	[EV_004_xdf4_extr2_filt_peaks.parquet, EV_004_xdf4_extr3_events.parquet]	ecg_epoching_processor ([EV_004_xdf4_extr2_filt_peaks.parquet, EV_004_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:26.797	2026-02-04 11:42:26.885	2026-02-04 11:42:27.985	1.2s	953ms	-	110.3%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	8.6 MB	18.3 KB	1112	45	128 KB	24 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/12/9097b44379a874138be6f7fe6ddd9f	-
204	e7/87612e	3105120	fnirs_epoching_processor	[EV_003_xdf2_log_tddr_lin_filt.fif, EV_003_xdf5_extr3_events.parquet]	fnirs_epoching_processor ([EV_003_xdf2_log_tddr_lin_filt.fif, EV_003_xdf5_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:25.774	2026-02-04 11:42:25.876	2026-02-04 11:42:29.256	3.5s	2.8s	-	118.2%	0.6%	193.2 MB	4.5 GB	223.4 MB	4.5 GB	46.9 MB	2.5 MB	3145	163	148 KB	2.5 MB	110	119	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e7/87612e624ee398fa7416e6cadd957c	-
205	2c/1d3282	3105092	eda_epoching_processor	[EV_003_xdf5_extr1_filt.parquet, EV_003_xdf5_extr3_events.parquet]	eda_epoching_processor ([EV_003_xdf5_extr1_filt.parquet, EV_003_xdf5_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:25.659	2026-02-04 11:42:25.775	2026-02-04 11:42:29.255	3.6s	2.7s	-	110.3%	1.4%	442.2 MB	4.3 GB	474.9 MB	4.3 GB	8.6 MB	18.5 MB	1111	132	0	18.5 MB	96	248	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/2c/1d32824e1e62bd15938c94fc4b2dc0	-
211	6c/75b6fb	3105771	eda_epoching_processor	[EV_004_xdf4_extr1_filt.parquet, EV_004_xdf4_extr3_events.parquet]	eda_epoching_processor ([EV_004_xdf4_extr1_filt.parquet, EV_004_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:26.919	2026-02-04 11:42:26.998	2026-02-04 11:42:30.638	3.7s	2.8s	-	138.1%	1.3%	405.8 MB	4.2 GB	482.7 MB	4.3 GB	8.6 MB	18.5 MB	1112	130	8 KB	18.5 MB	67	80	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/6c/75b6fb3730e5e07234eab8df5049b2	-
210	d1/ded3b5	3106351	fnirs_epoching_processor	[EV_004_xdf1_log_tddr_lin_filt.fif, EV_004_xdf4_extr3_events.parquet]	fnirs_epoching_processor ([EV_004_xdf1_log_tddr_lin_filt.fif, EV_004_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:27.878	2026-02-04 11:42:27.962	2026-02-04 11:42:35.720	7.8s	7s	-	96.0%	0.7%	214 MB	4.5 GB	214 MB	4.5 GB	47.2 MB	3.3 MB	3116	160	0	3.3 MB	47	24	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d1/ded3b587b80538e12168442f052fcc	-
213	3c/b153d0	3107032	eda_epoching_processor	[EV_002_xdf4_extr1_filt.parquet, EV_002_xdf4_extr3_events.parquet]	eda_epoching_processor ([EV_002_xdf4_extr1_filt.parquet, EV_002_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:29.385	2026-02-04 11:42:29.456	2026-02-04 11:42:35.721	6.3s	5.1s	-	93.2%	1.4%	433.6 MB	4.2 GB	485.7 MB	4.3 GB	8.6 MB	18.4 MB	1112	136	0	18.4 MB	78	40	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/3c/b153d0380f3df614b01b23b5d1bc95	-
193	d2/346fc0	3088601	events_processor	[EV_007_xdf4_extr3.parquet, EV_007_txt_tree.parquet]	events_processor ([EV_007_xdf4_extr3.parquet, EV_007_txt_tree.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:41:01.664	2026-02-04 11:41:02.071	2026-02-04 11:42:36.133	1m 34s	1m 30s	-	114.6%	5.2%	1.6 GB	4.8 GB	1.6 GB	4.8 GB	6.5 MB	3.8 KB	972	60	0	8 KB	107	649	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d2/346fc0ac0c571978c28bd42d04eb9e	-
208	41/7c0514	3105133	peak_detection_processor	EV_002_xdf4_extr2_filt.parquet	peak_detection_processor (EV_002_xdf4_extr2_filt.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:25.885	2026-02-04 11:42:25.976	2026-02-04 11:42:36.134	10.2s	9s	-	115.1%	2.0%	631.3 MB	5.2 GB	664.2 MB	5.2 GB	45.7 MB	28.4 KB	4924	44	0	36 KB	69	239	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/41/7c0514aa0b5b7fd37895d169e73726	-
214	7d/4ea32a	3107291	fnirs_epoching_processor	[EV_002_xdf3_log_tddr_lin_filt.fif, EV_002_xdf4_extr3_events.parquet]	fnirs_epoching_processor ([EV_002_xdf3_log_tddr_lin_filt.fif, EV_002_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:29.490	2026-02-04 11:42:30.057	2026-02-04 11:42:37.567	8.1s	4.6s	-	106.2%	0.6%	205.4 MB	4.5 GB	224.4 MB	4.5 GB	47.7 MB	3 MB	3144	172	0	3 MB	100	34	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/7d/4ea32ac1ea0c1c68d67f7d0ad23dfa	-
218	aa/f5ac03	3110314	interval_analyzer	EV_003_xdf5_extr2_filt_peaks_epochs.parquet	interval_analyzer (EV_003_xdf5_extr2_filt_peaks_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:40.007	2026-02-04 11:42:40.774	2026-02-04 11:42:45.580	5.6s	3.3s	-	47.6%	0.2%	82.5 MB	3.7 GB	82.5 MB	3.7 GB	8.6 MB	14.9 KB	1153	64	420 KB	36 KB	90	8	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/aa/f5ac03e79c5da4110900041004aa22	-
219	b0/145aa4	3110620	ecg_epoching_processor	[EV_008_xdf4_extr2_filt_peaks.parquet, EV_008_xdf4_extr3_events.parquet]	ecg_epoching_processor ([EV_008_xdf4_extr2_filt_peaks.parquet, EV_008_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:41.937	2026-02-04 11:42:42.478	2026-02-04 11:42:45.745	3.8s	1.2s	-	118.2%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	18.6 KB	1117	43	0	24 KB	17	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/b0/145aa4c08476686bce5142c1ae8155	-
221	5a/47b49a	3110471	eda_epoching_processor	[EV_008_xdf4_extr1_filt.parquet, EV_008_xdf4_extr3_events.parquet]	eda_epoching_processor ([EV_008_xdf4_extr1_filt.parquet, EV_008_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:41.054	2026-02-04 11:42:41.776	2026-02-04 11:42:50.036	9s	3.6s	-	117.7%	1.1%	345.4 MB	4.1 GB	491.1 MB	4.3 GB	8.6 MB	18.8 MB	1111	135	0	18.8 MB	60	63	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/5a/47b49a0ffc65d15eac6e6a725f5668	-
222	98/0440b8	3111649	interval_analyzer	EV_004_xdf4_extr2_filt_peaks_epochs.parquet	interval_analyzer (EV_004_xdf4_extr2_filt_peaks_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:46.040	2026-02-04 11:42:46.145	2026-02-04 11:42:50.735	4.7s	4.2s	-	24.9%	0.2%	82.9 MB	3.7 GB	82.9 MB	3.7 GB	8.6 MB	14.8 KB	1153	67	0	20 KB	148	14	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/98/0440b88c5f8b9ead7e617d98feac89	-
220	a3/c8ccff	3111644	fnirs_epoching_processor	[EV_008_xdf3_log_tddr_lin_filt.fif, EV_008_xdf4_extr3_events.parquet]	fnirs_epoching_processor ([EV_008_xdf3_log_tddr_lin_filt.fif, EV_008_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:45.825	2026-02-04 11:42:45.945	2026-02-04 11:42:51.111	5.3s	4.3s	-	90.2%	0.7%	216.2 MB	4.5 GB	216.2 MB	4.5 GB	48.4 MB	3.3 MB	3118	160	0	3.3 MB	69	32	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a3/c8ccff4fea4ccfc88fc9b4e694e233	-
202	cc/c2d8a0	3101577	referencing_processor	EV_002_xdf4_extr4.fif	referencing_processor (EV_002_xdf4_extr4.fif)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:05.511	2026-02-04 11:42:05.920	2026-02-04 11:42:51.349	45.8s	40.2s	-	68.3%	12.7%	3.9 GB	5.5 GB	4.2 GB	5.5 GB	1.9 GB	1 GB	4534	1144	0	1 GB	4260	3428	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/cc/c2d8a07806af789519a221cf3448b2	-
224	c2/bbc481	3112803	amplitude_analyzer	EV_003_xdf5_extr1_filt_epochs.parquet	amplitude_analyzer (EV_003_xdf5_extr1_filt_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:50.418	2026-02-04 11:42:50.537	2026-02-04 11:42:53.531	3.1s	2.2s	-	84.1%	0.6%	208.8 MB	4 GB	213.6 MB	4 GB	8.6 MB	15.5 KB	1139	59	0	24 KB	111	9	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c2/bbc48162c55298617cc7bdf1574a05	-
226	09/3cc025	3113132	group_analyzer	EV_004_xdf1_log_tddr_lin_filt_epochs.parquet	group_analyzer (EV_004_xdf1_log_tddr_lin_filt_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:51.845	2026-02-04 11:42:52.155	2026-02-04 11:42:53.967	2.1s	1.2s	-	155.1%	0.3%	94.2 MB	3.8 GB	94.2 MB	3.8 GB	8.6 MB	14.9 KB	1153	64	0	48 KB	152	20	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/09/3cc025578e23fda1f28f554a1418c3	-
223	25/e4ddd5	3112979	group_analyzer	EV_003_xdf2_log_tddr_lin_filt_epochs.parquet	group_analyzer (EV_003_xdf2_log_tddr_lin_filt_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:51.129	2026-02-04 11:42:51.312	2026-02-04 11:42:53.860	2.7s	1.9s	-	97.5%	0.3%	93.1 MB	3.8 GB	93.1 MB	3.8 GB	8.6 MB	14.9 KB	1152	62	316 KB	20 KB	105	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/25/e4ddd5cc1f7def34379597c5eb77ef	-
225	92/249d49	3113049	amplitude_analyzer	EV_004_xdf4_extr1_filt_epochs.parquet	amplitude_analyzer (EV_004_xdf4_extr1_filt_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:51.595	2026-02-04 11:42:51.753	2026-02-04 11:42:54.160	2.6s	1.7s	-	116.2%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	15.5 KB	1140	61	0	44 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/92/249d495061d621604bb8c15ace3ced	-
227	86/67a660	3113961	amplitude_analyzer	EV_002_xdf4_extr1_filt_epochs.parquet	amplitude_analyzer (EV_002_xdf4_extr1_filt_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:53.641	2026-02-04 11:42:53.731	2026-02-04 11:43:05.526	11.9s	9.6s	-	17.9%	0.7%	211.5 MB	4 GB	213.6 MB	4 GB	8.6 MB	15.5 KB	1140	59	0	24 KB	149	27	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/86/67a660efff10270d9f4a48df233006	-
230	36/490456	3114582	ecg_epoching_processor	[EV_007_xdf4_extr2_filt_peaks.parquet, EV_007_xdf4_extr3_events.parquet]	ecg_epoching_processor ([EV_007_xdf4_extr2_filt_peaks.parquet, EV_007_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:42:54.808	2026-02-04 11:42:56.250	2026-02-04 11:43:06.762	12s	5.7s	-	29.0%	0.2%	82.9 MB	3.7 GB	82.9 MB	3.7 GB	8.6 MB	16.8 KB	1112	45	0	20 KB	115	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/36/490456ff09143f10a6f0b7cee74b12	-
